PeakID (cmd=annotatePeaks.pl /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Elba3_ChIPnexus/Elba3_ChIPnexus_q10_narrowPeak.bed dm3 -genomeOntology /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Elba3_ChIPnexus/ -annStats /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Elba3_ChIPnexus/Elba3_ChIPnexus_q10_narrowPeak_stat.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Elba3_ChIPnexus_peak_14534b	chrX	21476705	21477066	+	640	NA	promoter-TSS (NM_167760)	promoter-TSS (NM_167760)	-594	NM_167758	49953	Dm.7659	NM_143888		GCS2alpha	BcDNA:GH04962|CG14476|Dmel\CG14476|clot#312	Glucosidase 2 alpha subunit	protein-coding
Elba3_ChIPnexus_peak_9264b	chr3R	5281989	5282469	+	640	NA	promoter-TSS (NM_141637)	promoter-TSS (NM_141637)	39	NM_141637	41132	Dm.3568	NM_141637		GstZ1	CG9362|Dmel\CG9362|GSTZ1|gstz1	Glutathione S transferase Z1	protein-coding
Elba3_ChIPnexus_peak_14229a	chrX	17780068	17780470	+	632	NA	TTS (NM_133027)	TTS (NM_133027)	986	NM_170658	32771	Dm.3606	NM_167581		mnb	CG42273|CG7826|CG7835|DYRK1|Dm1|DmDyrk1A|Dmel\CG42273|Dmel_CG7826|Dmel_CG7835|Dyrk1|Dyrk1A|ME-IV|MNB|Mnb|min	minibrain	protein-coding
Elba3_ChIPnexus_peak_11130	chr3R	20369652	20369951	+	628	NA	promoter-TSS (NM_001260357)	promoter-TSS (NM_001260357)	-165	NM_143012	42928	Dm.31340	NM_143012		CG5789	Dme_CG5789|Dmel\CG5789	CG5789	protein-coding
Elba3_ChIPnexus_peak_9856	chr3R	10123815	10124190	+	627	NA	promoter-TSS (NM_001260167)	promoter-TSS (NM_001260167)	55	NM_169573	41738	Dm.6607	NM_142095		CG12207	Dmel\CG12207	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_8388	chr3L	23681006	23681372	+	623	NA	intron (NM_001043162, intron 7 of 7)	intron (NM_001043162, intron 7 of 7)	3579	NR_125056	19835017		NR_125056		CR45174	Dmel\CR45174	ncRNA	ncRNA
Elba3_ChIPnexus_peak_3183a	chr2R	4501995	4502303	+	622	NA	promoter-TSS (NM_136553)	promoter-TSS (NM_136553)	-78	NM_001273880	35846	Dm.21990	NM_136553		Cirl	BcDNA:GH07331|CG8639|CIRL|Dmel\CG8639|anon-WO0170980.7|anon-WO0170980.8|dCirl|dcirl	Calcium-independent receptor for alpha-latrotoxin	protein-coding
Elba3_ChIPnexus_peak_9556c	chr3R	7519836	7520259	+	620	NA	promoter-TSS (NM_079598)	promoter-TSS (NM_079598)	-14	NM_079598	41411	Dm.14136	NM_079598		Fer3	BcDNA:LD04689|CG6913|Dmel\CG6913|Dnato3|bHLHa32|nato3	48 related 3	protein-coding
Elba3_ChIPnexus_peak_6078c	chr3L	4193912	4194515	+	614	NA	promoter-TSS (NM_001259685)	promoter-TSS (NM_001259685)	220	NM_001202119	38505	Dm.13593	NM_139612		CG43367	CG1295|CG1308|CG1332|Dmel\CG43367|Dmel_CG1295|Dmel_CG1308|Dmel_CG1332	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_12267	chrU	7316198	7316313	+	612	NA	Intergenic	(AATAG)n|Simple_repeat|Simple_repeat	-70611	NR_026615	7354454		NR_026615		Su(Ste):CR42421	CR42421|Dmel\CR42421	ncRNA	ncRNA
Elba3_ChIPnexus_peak_5757b	chr3L	1592691	1593317	+	612	NA	5' UTR (NM_139371, exon 2 of 5)	5' UTR (NM_139371, exon 2 of 5)	6310	NM_001316470	38186	Dm.9421	NM_139371		CG13917	Dmel\CG13917	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_781	chr2L	6677521	6677730	+	611	NA	promoter-TSS (NM_135219)	promoter-TSS (NM_135219)	0	NM_135219	33938	Dm.4529	NM_135219		Nse1	CG11329|Dmel\CG11329|EST2|GM14348|NSE1|anon-WO0118547.82	Non-SMC element 1	protein-coding
Elba3_ChIPnexus_peak_11432c	chr3R	23089585	23090113	+	611	NA	promoter-TSS (NM_001104476)	promoter-TSS (NM_001104476)	-72	NM_001276081	47249	Dm.1766	NM_080147		woc	CG5965|Dmel\CG5965|WOC|Woc	without children	protein-coding
Elba3_ChIPnexus_peak_2447a	chr2L	20656074	20656483	+	609	NA	promoter-TSS (NM_136201)	promoter-TSS (NM_136201)	-100	NM_136200	35325	Dm.479	NM_136200		brun	38D.28|CG2478|Dmel\CG2478|bru	brunelleschi	protein-coding
Elba3_ChIPnexus_peak_7218	chr3L	14596388	14596634	+	607	NA	Intergenic	Intergenic	-3871	NM_144357	53446	Dm.3490	NM_144357		HGTX	CG13475|CG4745|Dmel\CG13475|Nk6|Nkx6|dNkx6|nkx6	HGTX	protein-coding
Elba3_ChIPnexus_peak_13500	chrX	11347238	11347547	+	607	NA	intron (NM_167285, intron 1 of 8)	intron (NM_167285, intron 1 of 8)	979	NM_167285	32088	Dm.3712	NM_132488		Evi5	BcDNA:GH08923|BcDNA:LD11130|CG11727|Dmel\CG11727|MRE21	Ecotropic viral integration site 5	protein-coding
Elba3_ChIPnexus_peak_11072a	chr3R	19988468	19988980	+	600	NA	promoter-TSS (NM_058082)	promoter-TSS (NM_058082)	543	NM_079752	42870	Dm.13062	NM_079752		mRpS24	CG13608|Dmel\CG13608|MRP-S24|MrpS24	mitochondrial ribosomal protein S24	protein-coding
Elba3_ChIPnexus_peak_6787	chr3L	11091145	11091395	+	599	NA	promoter-TSS (NM_140178)	promoter-TSS (NM_140178)	16	NM_001274769	39243	Dm.20675	NM_140177		CG6272	BcDNA:GH10915|CT19628|DM10|Dmel\CG6272	CG6272	protein-coding
Elba3_ChIPnexus_peak_11150a	chr3R	20525111	20525489	+	598	NA	intron (NM_001275999, intron 16 of 22)	intron (NM_001275999, intron 16 of 22)	-13202	NM_143022	42941		NM_143022		CG13627	Dmel\CG13627	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_13693	chrX	13171262	13171565	+	595	NA	intron (NM_001272581, intron 1 of 12)	intron (NM_001272581, intron 1 of 12)	-4636	NM_167356	32278	Dm.6484	NM_132640		HDAC4	CG1770|DHDAC4|Dmel\CG1770|GC1770|HDAC|HDAC4a|dHDAC4|dmHDA405|hdac4	Histone deacetylase 4	protein-coding
Elba3_ChIPnexus_peak_11301	chr3R	21709614	21709985	+	595	NA	intron (NM_170245, intron 1 of 6)	intron (NM_170245, intron 1 of 6)	1503	NM_170245	43128	Dm.12003	NM_143180		SppL	CG17370|CG5901|Dmel\CG17370|SPPL3|Sppl|sppL	Signal peptide peptidase-like	protein-coding
Elba3_ChIPnexus_peak_4210b	chr2R	11735541	11735781	+	595	NA	promoter-TSS (NM_137217)	promoter-TSS (NM_137217)	-423	NM_001259423	36743	Dm.3987	NM_137217		tun	BcDNA:LD38553|CG8253|Dmel\CG8253|Ntaq1	tungus	protein-coding
Elba3_ChIPnexus_peak_2255a	chr2L	19114277	19114662	+	595	NA	promoter-TSS (NM_057260)	promoter-TSS (NM_057260)	68	NM_057260	35189	Dm.467	NM_057260		CG10561	C2|Cs|Dmel\CG10561|ORF1|ORF2|ORF3|TU37C1|TU37C2|TuC1|anon-37Cb|anon-37Cc|anon-37Cd|anon-37Cs|cs|l(2)37Cs	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_8588	chr3R	565071	565516	+	594	NA	promoter-TSS (NM_001202238)	promoter-TSS (NM_001202238)	-24	NM_176403	40589	Dm.1062	NM_058085		tacc	CG9765|D-TACC|D-tacc|DTACC|Dmel\CG9765|TACC|TACCdm|acc|d-tacc|dTACC|dtacc	transforming acidic coiled-coil protein	protein-coding
Elba3_ChIPnexus_peak_13860	chrX	15365987	15366281	+	585	NA	promoter-TSS (NM_132803)	promoter-TSS (NM_132803)	18	NM_132802	32478		NM_132802		Grip128	CG9201|DGrip128|Dgrip128|Dgrips128|Dmel\CG9201|GCP5|grip|grip128	Grip128	protein-coding
Elba3_ChIPnexus_peak_12662b	chrX	3598055	3598535	+	583	NA	TTS (NM_080324)	TTS (NM_080324)	2405	NR_123783	19835021		NR_123783		CR45102	Dmel\CR45102|RE64691	ncRNA	ncRNA
Elba3_ChIPnexus_peak_14215d	chrX	17720761	17721648	+	583	NA	TTS (NR_123934)	TTS (NR_123934)	349	NM_078666	32760	Dm.6250	NM_078666		Socs16D	CG8146|Dmel\CG8146|SOCS|SOCS16D|Socs 16D|Socs16E|dmSocs16D|socs16D	Suppressor of Cytokine Signaling at 16D	protein-coding
Elba3_ChIPnexus_peak_1929	chr2L	16186483	16186758	+	583	NA	intron (NM_165146, intron 32 of 33)	intron (NM_165146, intron 32 of 33)	-7432	NR_133084	14462784		NR_073789		CR43806	Dmel\CR43806	ncRNA	ncRNA
Elba3_ChIPnexus_peak_3269	chr2R	5025282	5025568	+	580	NA	promoter-TSS (NM_136617)	promoter-TSS (NM_136617)	13	NM_136616	35931	Dm.7268	NM_136616		alc	8057|AMPKbeta|CG8057|Dmel\CG8057|FBgn0033383|betaAMPK|l(2)45Ad	alicorn	protein-coding
Elba3_ChIPnexus_peak_13906a	chrX	15656687	15657140	+	578	NA	promoter-TSS (NM_001103517)	promoter-TSS (NM_001103517)	-76	NM_001103517	32524		NM_001103517		CG17209	Dmel\CG17209	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_7969e	chr3L	20342555	20343093	+	578	NA	intron (NM_168845, intron 2 of 7)	intron (NM_168845, intron 2 of 7)	787	NM_176369	40240	Dm.2095	NM_140953		eRF1	CG5605|Dm0184|Dmel\CG5605|Group J|group J|l(3)00103|l(3)05637|l(3)77ABb|l(3)neo28	eukaryotic release factor 1	protein-coding
Elba3_ChIPnexus_peak_3535	chr2R	7059791	7060100	+	578	NA	promoter-TSS (NM_001273952)	promoter-TSS (NM_001273952)	-234	NM_001273951	36168	Dm.33758	NM_136793		CG13229	Dm CG13229|Dmel\CG13229|anon-WO0170980.142|anon-WO0170980.143	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_7874b	chr3L	19799893	19800438	+	577	NA	promoter-TSS (NM_079443)	promoter-TSS (NM_079443)	134	NM_144151	50259	Dm.31214	NM_144151		CG14104	Dmel\CG14104	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_4919	chr2R	17181173	17181591	+	574	NA	promoter-TSS (NM_001299744)	promoter-TSS (NM_001299744)	109	NM_057855	37430	Dm.19973	NM_057855		RpL29	BcDNA:RH58777|CG10071|DL43|Dmel\CG10071|L29|RpL43|anon-EST:Posey204|anon-EST:Posey73	Ribosomal protein L29	protein-coding
Elba3_ChIPnexus_peak_7201	chr3L	14441469	14441775	+	574	NA	promoter-TSS (NM_140447)	promoter-TSS (NM_140447)	51	NM_140447	39583	Dm.13627	NM_140447		bbg	BBG|C96|CG42230|CG9587|CG9598|Dmel\CG42230|Dmel_CG9587|Dmel_CG9598	big bang	protein-coding
Elba3_ChIPnexus_peak_4884	chr2R	16978394	16978638	+	572	NA	promoter-TSS (NM_137701)	promoter-TSS (NM_137701)	-7	NM_137701	37395	Dm.3648	NM_137701		Rbpn-5	CG4030|Dmel\CG4030	Rabaptin-5	protein-coding
Elba3_ChIPnexus_peak_2258b	chr2L	19127139	19127482	+	571	NA	promoter-TSS (NM_136103)	promoter-TSS (NM_136103)	50	NM_136103	35193	Dm.4597	NM_136103		l(2)37Cd	CG10563|Cd|Dmel\CG10563	lethal (2) 37Cd	protein-coding
Elba3_ChIPnexus_peak_11298	chr3R	21676816	21677074	+	571	NA	promoter-TSS (NM_143997)	promoter-TSS (NM_143997)	68	NM_143997	50075	Dm.5900	NM_143997		CG14545	BcDNA:RE55691|Dmel\CG14545	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_10492a	chr3R	15051955	15052478	+	569	NA	promoter-TSS (NM_001300473)	promoter-TSS (NM_001300473)	64	NM_001300473	42306	Dm.1575	NM_079680		vib	0450/02|1104/16|CG5269|Dm-PITPalpha|Dmel\CG5269|PITP|PITP-DM|Vib|anon-WO0142479.3|anon-WO0172774.12|anon-WO0172774.16|anon-WO0172774.28|gio|l(3)S045002|l(3)S045002c|l(3)S110416|l(3)j4A3|l(3)j5A6|l(3)j7A3|l(3)j7C8	vibrator	protein-coding
Elba3_ChIPnexus_peak_9911a	chr3R	10522595	10523193	+	569	NA	TTS (NM_001300400)	TTS (NM_001300400)	120	NM_001032403	3772109	Dm.11236	NM_001032403		Meltrin	CG31314|CG31385|CG7649|CT23341|DMeltrin|Dmel\CG7649|FBgn0051314|Neu3|meltrin	meltrin	protein-coding
Elba3_ChIPnexus_peak_10539	chr3R	15669183	15669495	+	567	NA	Intergenic	Intergenic	2772	NM_169876	318746	Dm.13406	NM_169876		CG31459	BcDNA:AT26603|Dmel\CG31459|NEST:bs03f05|NEST:bs29d02	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_4556d	chr2R	14245028	14245686	+	565	NA	promoter-TSS (NM_001169719)	promoter-TSS (NM_001169719)	-556	NM_001274145	44027	Dm.3258	NM_079939		sbb	Bks|Brakeless|CG5580|Dmel\CG5580|GM04742|Group IIa|Sbb|bks|disc6|l(2)04440|mtv|sbb/mtv	scribbler	protein-coding
Elba3_ChIPnexus_peak_9948b	chr3R	10920251	10920822	+	565	NA	intron (NM_001300404, intron 1 of 4)	intron (NM_001300404, intron 1 of 4)	817	NM_001300404	41816	Dm.20506	NM_001104326		CG6966	BcDNA:AT05246|Dmel\CG6966	CG6966	protein-coding
Elba3_ChIPnexus_peak_575b	chr2L	5009236	5009916	+	563	NA	TTS (NM_001144319)	TTS (NM_001144319)	144	NM_175969	33721	Dm.1559	NM_175969		Rtnl1	142893_at|CG18623|CG33113|CG8895|Dmel\CG33113|G9|Retl1|Rtn1|Rtnl-1|rtnl1	Reticulon-like1	protein-coding
Elba3_ChIPnexus_peak_12254	chrU	5698159	5698309	+	563	NA	Intergenic	Intergenic	-30543	NR_004012	5740830		NR_004012		CR40594	Dmel\CR40594	ribosomal RNA	rRNA
Elba3_ChIPnexus_peak_4858	chr2R	16839028	16839398	+	559	NA	TTS (NM_001032274)	TTS (NM_001032274)	1606	NM_001032274	3772359	Dm.7445	NM_001032274		CG33704	Dmel\CG33704|NEST:bs05b09|NEST:bs14b07|NEST:bs27f10|NEST:bs29a11|NEST:bs30h04|bs30h04.y1	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_6571b	chr3L	9118684	9118949	+	557	NA	promoter-TSS (NM_001169923)	promoter-TSS (NM_001169923)	-403	NM_168319	39049	Dm.20499	NM_079265		bol	BOL|BcDNA:AT13332|Bol|Boule|CG4727|CG4760|Dmel\CG4760|lincRNA.485|ms(3)07272	boule	protein-coding
Elba3_ChIPnexus_peak_1312a	chr2L	10291345	10292129	+	556	NA	TTS (NM_135526)	TTS (NM_135526)	628	NM_135525	34378		NM_135525		CG5604	Dmel\CG5604	CG5604	protein-coding
Elba3_ChIPnexus_peak_12249	chrU	5301754	5301908	+	555	NA	Intergenic	Intergenic	-112492	NR_026600	7354439		NR_026600		Su(Ste):CR42406	CR42406|Dmel\CR42406|RR42186	ncRNA	ncRNA
Elba3_ChIPnexus_peak_7416b	chr3L	15796307	15796613	+	553	NA	Intergenic	Intergenic	-4962	NM_206377	2768962	Dm.24890	NM_206377		CG6244	Dmel\CG6244	CG6244	protein-coding
Elba3_ChIPnexus_peak_2354	chr2L	19774355	19774749	+	553	NA	TTS (NM_136158)	TTS (NM_136158)	-5485	NM_206006	35266	Dm.25407	NM_058002		bsh	BSH|Bsh|CG10604|Dmel\CG10604|E86|Hox11-310|lambdaE86	brain-specific homeobox	protein-coding
Elba3_ChIPnexus_peak_5276a	chr2R	19985516	19986241	+	551	NA	promoter-TSS (NM_079114)	promoter-TSS (NM_079114)	281	NM_079113	37858	Dm.4506	NM_079113		gek	CG4012|Dmel\CG4012|Gek|MRCKalpha|MdaPk|Mrck|anon-WO0200864.1|dMRCK|l(2)09373	genghis khan	protein-coding
Elba3_ChIPnexus_peak_6390	chr3L	7636769	7636962	+	551	NA	Intergenic	Intergenic	-2117	NM_139887	38857	Dm.3946	NM_139887		CG7506	Dmel\CG7506	CG7506	protein-coding
Elba3_ChIPnexus_peak_9836	chr3R	9883085	9883414	+	550	NA	promoter-TSS (NM_001275628)	promoter-TSS (NM_001275628)	-392	NM_001275628	41709	Dm.3957	NM_142073		foxo	3143|Afx|CG3143|DFOXO|Dfoxo|DmQ95V5|Dmel\CG3143|FKHR|FOXO|FOXO1|FoxO|Foxo|Q95V55|anon-WO0118547.374|cg3143|dFOXO|dFoxO|dFoxo|dfoxO|dfoxo|fd88A|foxO|foxo|dFOXO	forkhead box, sub-group O	protein-coding
Elba3_ChIPnexus_peak_1511b	chr2L	11955865	11956186	+	547	NA	TTS (NR_047941)	TTS (NR_047941)	-2522	NR_047938	12798161		NR_047938		bft	263a|CR31863|CR33580|CR42938|Dmel\CR42938|Dmel_CR31863|Dmel_CR33580|dme-miR-263a|dme-mir-263a|miR-263|miR-263a|mir-263a	bereft	ncRNA
Elba3_ChIPnexus_peak_3919c	chr2R	9480049	9480407	+	544	NA	promoter-TSS (NM_137047)	promoter-TSS (NM_137047)	616	NM_001274028	36513	Dm.433	NM_137046		CG6191	BcDNA:GH06193|Dmel\CG6191|Dromel_CG6191_FBtr0087678_mORF	CG6191	protein-coding
Elba3_ChIPnexus_peak_4923a	chr2R	17190481	17190750	+	541	NA	intron (NM_001144250, intron 1 of 10)	intron (NM_001144250, intron 1 of 10)	1168	NM_001144250	37433	Dm.30882	NM_137730		CG42672	CG10074|CG15665|CG30386|CG30387|Dmel\CG42672|Dmel_CG30386|Dmel_CG30387	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_12951	chrX	6572626	6573008	+	541	NA	promoter-TSS (NM_001031877)	promoter-TSS (NM_001031877)	334	NM_132110	31604	Dm.11606	NM_132110		ND-ASHI	CG3192|Dmel\CG3192|NIAM	NADH dehydrogenase (ubiquinone) ASHI subunit	protein-coding
Elba3_ChIPnexus_peak_6989b	chr3L	12687570	12687960	+	540	NA	intron (NM_168505, intron 1 of 4)	intron (NM_168505, intron 1 of 4)	1026	NM_168505	39441		NM_079323		mirr	CG10601|DH1|De1|De3|Dmel\CG10601|Group F|IRO-C|Iro|Iro-C|IroC|MIRR|Mirr|Mrr|Sai|cre|crep|group F|iro|iro-C|l(3)69Ca|l(3)69Da|l(3)6D1|l(3)A5-3-42|mir|mrr	mirror	protein-coding
Elba3_ChIPnexus_peak_4241	chr2R	11904445	11904748	+	538	NA	promoter-TSS (NM_137235)	promoter-TSS (NM_137235)	63	NM_137234	36767	Dm.9139	NM_137234		CG8397	Dmel\CG8397	CG8397	protein-coding
Elba3_ChIPnexus_peak_11596c	chr3R	25040538	25041170	+	537	NA	promoter-TSS (NR_048508)	promoter-TSS (NR_048508)	-453	NR_048508	12798294	Dm.38878	NR_048508		mir-279	0962/07|279|CR33590|CR43015|Dmel\CR43015|Dmel_CR33590|MiR-279|Mir-279|dme-miR-279|dme-miR-279-3p|dme-mir-279|l(3)S096207|miR|miR-279|miR279|mir-279a	mir-279 stem loop	ncRNA
Elba3_ChIPnexus_peak_7997b	chr3L	20466122	20466550	+	534	NA	promoter-TSS (NM_176371)	promoter-TSS (NM_176371)	136	NM_001202213	50105	Dm.1544	NM_144022		CG32428	CG13249|CG5145|Dmel\CG32428	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_1362	chr2L	10440130	10440369	+	533	NA	exon (NM_001169467, exon 4 of 5)	exon (NM_001169467, exon 4 of 5)	809	NM_135561	34434	Dm.23865	NM_135561		Nse4	CG13142|Dmel\CG13142	Non-SMC element 4	protein-coding
Elba3_ChIPnexus_peak_10089	chr3R	11977000	11977188	+	532	NA	promoter-TSS (NM_079652)	promoter-TSS (NM_079652)	-60	NM_079652	41961		NM_079652		Fer2	CG5952|Dmel\CG5952|bHLHa33|fer2	48 related 2	protein-coding
Elba3_ChIPnexus_peak_3114b	chr2R	3876424	3877467	+	532	NA	promoter-TSS (NM_136499)	promoter-TSS (NM_136499)	274	NM_001299248	35761	Dm.11366	NM_136498		ACC	A1Z784_DROME|ACoT|CG11198|CG8723|DmACC|Dmel\CG11198|FBgn0043811|dACC	Acetyl-CoA carboxylase	protein-coding
Elba3_ChIPnexus_peak_14333	chrX	19180809	19181197	+	530	NA	intron (NM_133148, intron 1 of 3)	intron (NM_133148, intron 1 of 3)	-2169	NM_001169323	32924	Dm.219	NM_133148		CG8034	Dmel\CG8034	CG8034	protein-coding
Elba3_ChIPnexus_peak_6685	chr3L	9961829	9962147	+	529	NA	promoter-TSS (NM_140119)	promoter-TSS (NM_140119)	409	NM_079293	39173	Dm.3230	NM_079293		Dronc	CG8090|CG8091|DRONC|Dmel\CG8091|Dronc/Casp9|Nc|Nc\Dronc|anon-EST:GreesD6|anon-EST:GressD6|anon-WO0118547.313|caspase-9|dronc	Death regulator Nedd2-like caspase	protein-coding
Elba3_ChIPnexus_peak_5631a	chr3L	709849	710349	+	529	NA	TTS (NM_001144395)	TTS (NM_001144395)	243	NM_079151	38088	Dm.2861	NM_079151		CkIIalpha-i3	CG3217|CKIIalpha-i3|Dmel\CG3217	CKII-alpha subunit interactor-3	protein-coding
Elba3_ChIPnexus_peak_9203b	chr3R	4864467	4864963	+	529	NA	promoter-TSS (NM_141606)	promoter-TSS (NM_141606)	233	NM_001170093	41086	Dm.3569	NM_141606		hyx	CG11990|Cdc73|Dmel\CG11990|Hyx|hyx/CDC73	hyrax	protein-coding
Elba3_ChIPnexus_peak_7222	chr3L	14611438	14611883	+	527	NA	intron (NM_001274914, intron 2 of 7)	intron (NM_001274914, intron 2 of 7)	-1270	NM_140452	39592	Dm.5109	NM_140452		shd	314a1|CG13478|CYP314A1|Cyp314a1|Dmel\CG13478|cyp314a1	shade	protein-coding
Elba3_ChIPnexus_peak_700	chr2L	6062890	6063233	+	525	NA	promoter-TSS (NM_135144)	promoter-TSS (NM_135144)	72	NM_001298729	33853		NM_135144		CG13994	BcDNA:AT31406|Dmel\CG13994	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_8095a	chr3L	21028280	21028747	+	525	NA	intron (NM_168881, intron 1 of 5)	intron (NM_168881, intron 1 of 5)	878	NM_168881	40327	Dm.1023	NM_168881		siz	CG10577|CG12980|CG12981|CG32434|Dmel\CG32434|Loner|loner	schizo	protein-coding
Elba3_ChIPnexus_peak_14220	chrX	17743754	17744172	+	523	NA	promoter-TSS (NM_133020)	promoter-TSS (NM_133020)	-82	NM_167579	32765	Dm.198	NM_133019		CG15814	Dmel\CG15814	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_4692	chr2R	15392574	15392945	+	522	NA	promoter-TSS (NR_124622)	promoter-TSS (NR_124622)	79	NR_124622	19836153		NR_124621		CR44472	Dmel\CR44472	ncRNA	ncRNA
Elba3_ChIPnexus_peak_12455b	chrX	1411587	1412096	+	522	NA	TTS (NM_130570)	TTS (NM_130570)	4738	NM_001297858	31110	Dm.15	NM_130570		inc	CG14783|CG14784|CG32810|Dmel\CG32810|EG:196F3.2|ins	insomniac	protein-coding
Elba3_ChIPnexus_peak_14070b	chrX	16549726	16550233	+	519	NA	promoter-TSS (NM_132914)	promoter-TSS (NM_132914)	-145	NM_001298414	32640	Dm.4956	NM_078653		r	ACT|CAD|CG18572|CG4601|CPS|DHO|DRORUD|Dmel\CG18572|GAT|PYR1|Su(b)|csp2|fs(1)829|fs(1)M34|l(1)Ab	rudimentary	protein-coding
Elba3_ChIPnexus_peak_3513	chr2R	6741529	6741760	+	519	NA	promoter-TSS (NM_001273945)	promoter-TSS (NM_001273945)	11	NM_001273945	36147	Dm.3740	NM_136777		CG30015	CG7699|CG7701|Dmel\CG30015|anon-EST:Posey2	uncharacterized protein	protein-coding
