PeakID (cmd=annotatePeaks.pl /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Elba2_ChIPnexus/Elba2_ChIPnexus_q5_narrowPeak.bed dm3 -genomeOntology /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Elba2_ChIPnexus/ -annStats /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Elba2_ChIPnexus/Elba2_ChIPnexus_q5_narrowPeak_stat.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Elba2_ChIPnexus_peak_1926	chr3L	21028432	21028606	+	400	NA	intron (NM_168881, intron 1 of 5)	intron (NM_168881, intron 1 of 5)	884	NM_168881	40327	Dm.1023	NM_168881		siz	CG10577|CG12980|CG12981|CG32434|Dmel\CG32434|Loner|loner	schizo	protein-coding
Elba2_ChIPnexus_peak_1075	chr2R	14865006	14865150	+	396	NA	promoter-TSS (NM_001202045)	promoter-TSS (NM_001202045)	59	NM_001202045	37189	Dm.15890	NM_001202045		CG18605	Dmel\CG18605	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_1254	chr2RHet	12	80	+	391	NA	Intergenic	(GGAGA)n|Simple_repeat|Simple_repeat	54654	NM_001110873	3354890	Dm.29268	NM_001015119		CG40498	Dmel\CG40498	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_1492	chr3L	8178857	8179023	+	389	NA	promoter-TSS (NM_139926)	promoter-TSS (NM_139926)	-170	NM_139926	38912	Dm.882	NM_139926		ERR	CG7404|Derr|Dmel\CG7404|NR3B4|dERR	estrogen-related receptor	protein-coding
Elba2_ChIPnexus_peak_1866	chr3L	19800173	19800343	+	379	NA	promoter-TSS (NM_079443)	promoter-TSS (NM_079443)	41	NM_144151	50259	Dm.31214	NM_144151		CG14104	Dmel\CG14104	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_2910	chrU	5301766	5301887	+	378	NA	Intergenic	Intergenic	-112497	NR_026600	7354439		NR_026600		Su(Ste):CR42406	CR42406|Dmel\CR42406|RR42186	ncRNA	ncRNA
Elba2_ChIPnexus_peak_3223	chrX	13171273	13171408	+	368	NA	intron (NM_001272581, intron 1 of 12)	intron (NM_001272581, intron 1 of 12)	-4563	NM_167356	32278	Dm.6484	NM_132640		HDAC4	CG1770|DHDAC4|Dmel\CG1770|GC1770|HDAC|HDAC4a|dHDAC4|dmHDA405|hdac4	Histone deacetylase 4	protein-coding
Elba2_ChIPnexus_peak_2929a	chrU	9151222	9151392	+	365	NA	intron (NR_004007, intron 2 of 4)	(AATAG)n|Simple_repeat|Simple_repeat	-34529	NR_004020	5740646		NR_004020		CR41550	Dmel\CR41550	ribosomal RNA	rRNA
Elba2_ChIPnexus_peak_1301	chr3L	709935	710106	+	357	NA	TTS (NM_001144395)	TTS (NM_001144395)	322	NM_079151	38088	Dm.2861	NM_079151		CkIIalpha-i3	CG3217|CKIIalpha-i3|Dmel\CG3217	CKII-alpha subunit interactor-3	protein-coding
Elba2_ChIPnexus_peak_3064	chrX	6572864	6572999	+	354	NA	promoter-TSS (NM_001031877)	promoter-TSS (NM_001031877)	220	NM_132110	31604	Dm.11606	NM_132110		ND-ASHI	CG3192|Dmel\CG3192|NIAM	NADH dehydrogenase (ubiquinone) ASHI subunit	protein-coding
Elba2_ChIPnexus_peak_520	chr2L	19774437	19774563	+	353	NA	TTS (NM_136158)	TTS (NM_136158)	-5433	NM_206006	35266	Dm.25407	NM_058002		bsh	BSH|Bsh|CG10604|Dmel\CG10604|E86|Hox11-310|lambdaE86	brain-specific homeobox	protein-coding
Elba2_ChIPnexus_peak_2922	chrU	8609583	8609660	+	345	NA	intron (NR_004008, intron 1 of 2)	(TTCTC)n|Simple_repeat|Simple_repeat	13717	NR_004010	5740764		NR_004010		CR40766	Dmel\CR40766	ribosomal RNA	rRNA
Elba2_ChIPnexus_peak_2824	chr3RHet	2136650	2136726	+	343	NA	intron (NM_001110990, intron 1 of 1)	(TC)n|Simple_repeat|Simple_repeat	22069	NM_001110990	5740359		NM_001110990		spok	307a2p|CG40123|CG41624|CYP307A2|Cyp307a2|Cyp307a2Psi|Cyp307a2p|Dmel\CG41624|Dmspok|spo2	spookier	protein-coding
Elba2_ChIPnexus_peak_1786	chr3L	16704274	16704525	+	342	NA	promoter-TSS (NM_001275038)	promoter-TSS (NM_001275038)	378	NM_001259870	39864	Dm.15215	NM_140655		Lasp	CG3849|Dmel\CG3849|anon-73Bd|cDNA B|lasp	lasp	protein-coding
Elba2_ChIPnexus_peak_965	chr2R	11105104	11105269	+	340	NA	promoter-TSS (NM_137179)	promoter-TSS (NM_137179)	-64	NM_137178	36688	Dm.6088	NM_137178		mRpL41	BcDNA:RE19416|CG12954|Dmel\CG12954|YmL27	mitochondrial ribosomal protein L41	protein-coding
Elba2_ChIPnexus_peak_2825	chr3RHet	2308243	2308322	+	338	NA	Intergenic	(GAGAA)n|Simple_repeat|Simple_repeat	-66160	NM_001300713	7354470	Dm.37091	NM_001144066		CG42402	CG12453|CG41358|Dmel\CG42402|Dmel_CG12453|Dmel_CG41358	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_3351	chrX	17721338	17721541	+	335	NA	TTS (NR_123934)	TTS (NR_123934)	114	NM_078666	32760	Dm.6250	NM_078666		Socs16D	CG8146|Dmel\CG8146|SOCS|SOCS16D|Socs 16D|Socs16E|dmSocs16D|socs16D	Suppressor of Cytokine Signaling at 16D	protein-coding
Elba2_ChIPnexus_peak_3303	chrX	16268194	16268322	+	327	NA	intron (NM_167509, intron 1 of 15)	intron (NM_167509, intron 1 of 15)	595	NM_167509	32604	Dm.6383	NM_078644		Fur2	154521_at|CG18734|CG4235|DMH#11|Dfur2|Dfurin2|Dmel\CG18734|FUR2|Furin|fur2|furin	Furin 2	protein-coding
Elba2_ChIPnexus_peak_317	chr2L	11003792	11003977	+	327	NA	promoter-TSS (NM_057940)	promoter-TSS (NM_057940)	269	NM_164955	34526	Dm.403	NM_057813		RpL9	CG6141|Dmel\CG6141|L9|M(2)32D|Rp L9|Rpl9|anon-EST:fe3A6|anon-WO0153538.25|anon-WO0153538.26|anon-WO0153538.27|rpL9	Ribosomal protein L9	protein-coding
Elba2_ChIPnexus_peak_3269a	chrX	15656770	15656973	+	314	NA	promoter-TSS (NM_001103517)	promoter-TSS (NM_001103517)	-118	NM_001103517	32524		NM_001103517		CG17209	Dmel\CG17209	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_1481	chr3L	7636831	7636944	+	305	NA	Intergenic	Intergenic	-2139	NM_139887	38857	Dm.3946	NM_139887		CG7506	Dmel\CG7506	CG7506	protein-coding
Elba2_ChIPnexus_peak_1695	chr3L	14441558	14441672	+	305	NA	promoter-TSS (NM_140447)	promoter-TSS (NM_140447)	58	NM_140447	39583	Dm.13627	NM_140447		bbg	BBG|C96|CG42230|CG9587|CG9598|Dmel\CG42230|Dmel_CG9587|Dmel_CG9598	big bang	protein-coding
Elba2_ChIPnexus_peak_492	chr2L	18987195	18987305	+	304	NA	promoter-TSS (NM_136082)	promoter-TSS (NM_136082)	30	NM_136081	35158	Dm.11240	NM_136081		Swip-1	CG10641|DSwip-1|Dmel\CG10641|EFhd2|efhd|efhd2	Swiprosin-1	protein-coding
Elba2_ChIPnexus_peak_339b	chr2L	11955958	11956103	+	304	NA	TTS (NR_047941)	TTS (NR_047941)	-2527	NR_047938	12798161		NR_047938		bft	263a|CR31863|CR33580|CR42938|Dmel\CR42938|Dmel_CR31863|Dmel_CR33580|dme-miR-263a|dme-mir-263a|miR-263|miR-263a|mir-263a	bereft	ncRNA
Elba2_ChIPnexus_peak_3352	chrX	17743877	17743973	+	298	NA	promoter-TSS (NM_133020)	promoter-TSS (NM_133020)	-44	NM_167579	32765	Dm.198	NM_133019		CG15814	Dmel\CG15814	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_2075	chr3R	1404892	1404981	+	293	NA	TTS (NM_141297)	TTS (NM_141297)	8106	NM_169072	40675	Dm.3083	NM_057959		CRMP	BcDNA:HL02693|CG1411|DHP|Dmel\CG1411|EP(3)3238|EP3238|Pyd2|crmp|l(3)83Ba|pyd2	Collapsin Response Mediator Protein	protein-coding
Elba2_ChIPnexus_peak_1129	chr2R	16839054	16839189	+	291	NA	TTS (NM_001032274)	TTS (NM_001032274)	1514	NM_001032274	3772359	Dm.7445	NM_001032274		CG33704	Dmel\CG33704|NEST:bs05b09|NEST:bs14b07|NEST:bs27f10|NEST:bs29a11|NEST:bs30h04|bs30h04.y1	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_897	chr2R	9114195	9114342	+	280	NA	exon (NM_057691, exon 7 of 9)	exon (NM_057691, exon 7 of 9)	1441	NM_165974	36461	Dm.6412	NM_057691		Dp	49Fk|CG4654|DDP1|DP|DP1|DmDP|Dmel\CG4654|Dp1|TFPD2|dDP|dDP1|dDp|dp|l(2)49Fk|l(2)vr10|vr10	DP transcription factor	protein-coding
Elba2_ChIPnexus_peak_3202	chrX	12473641	12473780	+	274	NA	intron (NM_001144720, intron 1 of 3)	intron (NM_001144720, intron 1 of 3)	3516	NM_001144720	32205	Dm.21409	NM_132581		CG11138	BEST:RE18684|BcDNA:RE48052|CG1855|Dmel\CG11138|EP(X)1313|RE18684	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_1501a	chr3L	8418919	8419080	+	273	NA	intron (NM_168276, intron 1 of 4)	intron (NM_168276, intron 1 of 4)	945	NM_139967	38961	Dm.2332	NM_139967		Cbl	CBL|CG7037|CG7043|D-Cbl|D-Cbl L|D-CblL|D-cbl|D-cblL|D-cblS|DCbl|Dcbl|Dmel\CG7037|Dv-Cbl|Dv-cbl|F165|anon-WO0118547.68|cbl|d-cbl|dCbl|v-Cbl	Cbl proto-oncogene	protein-coding
Elba2_ChIPnexus_peak_2891	chrU	2149828	2149920	+	273	NA	Intergenic	(CTTAT)n|Simple_repeat|Simple_repeat	146125	NM_001110584	5740142	Dm.36517	NM_001110584		Gpa2	CG17878|Dmel\CG17878|GPA2|gpa2	Glycoprotein hormone alpha 2	protein-coding
Elba2_ChIPnexus_peak_755	chr2R	5025366	5025489	+	270	NA	promoter-TSS (NM_136617)	promoter-TSS (NM_136617)	11	NM_136616	35931	Dm.7268	NM_136616		alc	8057|AMPKbeta|CG8057|Dmel\CG8057|FBgn0033383|betaAMPK|l(2)45Ad	alicorn	protein-coding
Elba2_ChIPnexus_peak_2929b	chrU	9151222	9151392	+	269	NA	intron (NR_004007, intron 2 of 4)	(AATAG)n|Simple_repeat|Simple_repeat	-34529	NR_004020	5740646		NR_004020		CR41550	Dmel\CR41550	ribosomal RNA	rRNA
Elba2_ChIPnexus_peak_3294	chrX	16169330	16169484	+	268	NA	promoter-TSS (NM_080353)	promoter-TSS (NM_080353)	543	NM_001298388	32581	Dm.2793	NM_078639		kat80	CG13956|CG9910|Dmel\CG13956|Kat80|Katanin80	katanin 80	protein-coding
Elba2_ChIPnexus_peak_1475	chr3L	7328024	7328125	+	265	NA	TTS (NM_139849)	TTS (NM_139849)	252	NM_001169898	38810	Dm.3985	NM_139848		CG43780	CG8600|Dmel\CG43780	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_306	chr2L	10440179	10440297	+	264	NA	TTS (NM_058093)	TTS (NM_058093)	798	NM_001169467	34434	Dm.23865	NM_135561		Nse4	CG13142|Dmel\CG13142	Non-SMC element 4	protein-coding
Elba2_ChIPnexus_peak_291	chr2L	10291372	10291541	+	264	NA	intron (NM_135525, intron 1 of 7)	intron (NM_135525, intron 1 of 7)	909	NM_135525	34378		NM_135525		CG5604	Dmel\CG5604	CG5604	protein-coding
Elba2_ChIPnexus_peak_1225	chr2R	19949035	19949167	+	262	NA	TTS (NM_080080)	TTS (NM_080080)	853	NM_057966	37849	Dm.14062	NM_057966		RpL39	BcDNA:RH27094|CG3997|Dmel\CG3997|L39|RPl46|Rp46|RpL46|anon-EST:Posey16|rp46	Ribosomal protein L39	protein-coding
Elba2_ChIPnexus_peak_3217	chrX	12981295	12981479	+	261	NA	intron (NM_167346, intron 1 of 9)	intron (NM_167346, intron 1 of 9)	3080	NM_001298253	32256	Dm.5867	NM_078587		hep	CG2190|CG4353|D-MKK7|DHEP/MKK7|DJNKK|DMKK7|Dmel\CG4353|HEP|HEP/MKK7|Hep|Hep/Mkk7|JNKK|MAP2K7|MAPKK|MKK7|Mkk7|dJNKK|dMKK7|hem|hep/JNKK|hp|hrp|l(1)7P1|l(1)G0107|l(1)G0208	hemipterous	protein-coding
Elba2_ChIPnexus_peak_1910	chr3L	20614674	20614755	+	261	NA	promoter-TSS (NM_001316439)	promoter-TSS (NM_001316439)	-955	NM_176374	40285	Dm.1017	NM_176374		knrl	CG4761|Dmel\CG4761|Knrl|NR0A2|knl	knirps-like	protein-coding
Elba2_ChIPnexus_peak_1788b	chr3L	16759163	16759372	+	261	NA	promoter-TSS (NM_057450)	promoter-TSS (NM_057450)	95	NM_001202192	39873	Dm.3189	NM_057450		Nrt	BP106|BcDNA:LD22004|CG9704|DAB|Dab|Dmel\CG9704|MabBP106|NRT|NRT BP106|NT|Neur|Nrt BP106|dab|l(3)73Be|neu|nrt	Neurotactin	protein-coding
Elba2_ChIPnexus_peak_698	chr2R	3377035	3377153	+	256	NA	promoter-TSS (NM_001144143)	promoter-TSS (NM_001144143)	234	NM_165533	44653	Dm.1824	NM_080033		wech	CG1624|CG42396|Dmel\CG42396|Dpld|Wech|dpld|lin-41	wech	protein-coding
Elba2_ChIPnexus_peak_1032	chr2R	13356688	13356811	+	255	NA	promoter-TSS (NM_137371)	promoter-TSS (NM_137371)	-67	NM_137371	36965		NM_137371		Tes	CG6522|Dmel\CG6522|dTES	Testin	protein-coding
Elba2_ChIPnexus_peak_2731	chr3R	24373191	24373318	+	255	NA	Intergenic	Intergenic	-2715	NM_143364	43382	Dm.13755	NM_143364		CG12413	Dmel\CG12413	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_2488	chr3R	15051982	15052136	+	252	NA	TTS (NM_142535)	TTS (NM_142535)	221	NM_001300473	42306	Dm.1575	NM_079680		vib	0450/02|1104/16|CG5269|Dm-PITPalpha|Dmel\CG5269|PITP|PITP-DM|Vib|anon-WO0142479.3|anon-WO0172774.12|anon-WO0172774.16|anon-WO0172774.28|gio|l(3)S045002|l(3)S045002c|l(3)S110416|l(3)j4A3|l(3)j5A6|l(3)j7A3|l(3)j7C8	vibrator	protein-coding
Elba2_ChIPnexus_peak_2836	chr4	340146	340265	+	248	NA	exon (NM_001272124, exon 3 of 4)	exon (NM_001272124, exon 3 of 4)	4656	NM_166753	318246	Dm.12791	NM_166753		CG32850	BEST:GH26713|BcDNA:RE41137|Dmel\CG32850|RNF-11	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_3056b	chrX	5774104	5774299	+	244	NA	promoter-TSS (NM_132046)	promoter-TSS (NM_132046)	299	NM_132047	31520	Dm.6741	NM_132047		CG16721	Dmel\CG16721	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_1235b	chr2R	20472382	20472517	+	244	NA	intron (NM_166677, intron 2 of 8)	intron (NM_166677, intron 2 of 8)	-2781	NM_001299920	37929	Dm.4060	NM_138094		pio	CG30167|CG3541|Dmel\CG3541|Pio	piopio	protein-coding
Elba2_ChIPnexus_peak_342	chr2L	12010578	12010705	+	244	NA	TTS (NM_057748)	TTS (NM_057748)	2263	NM_057748	34615	Dm.409	NM_057748		Rh5	CG5279|DMELRH5|Dm Rh5|Dmel\CG5279|RH5|Rh|rh5	Rhodopsin 5	protein-coding
Elba2_ChIPnexus_peak_778	chr2R	5729284	5729384	+	243	NA	promoter-TSS (NM_136681)	promoter-TSS (NM_136681)	673	NM_136680	36015	Dm.4879	NM_136680		Vamp7	CG1599|Dmel\CG1599|TI-VAMP|VAMP7|dVamp7	Vesicle-associated membrane protein 7	protein-coding
Elba2_ChIPnexus_peak_2501	chr3R	15669226	15669372	+	240	NA	Intergenic	Intergenic	2732	NM_169876	318746	Dm.13406	NM_169876		CG31459	BcDNA:AT26603|Dmel\CG31459|NEST:bs03f05|NEST:bs29d02	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_720a	chr2R	3876537	3876844	+	240	NA	promoter-TSS (NM_136499)	promoter-TSS (NM_136499)	529	NM_001299248	35761	Dm.11366	NM_136498		ACC	A1Z784_DROME|ACoT|CG11198|CG8723|DmACC|Dmel\CG11198|FBgn0043811|dACC	Acetyl-CoA carboxylase	protein-coding
Elba2_ChIPnexus_peak_209	chr2L	7620883	7620979	+	239	NA	Intergenic	Intergenic	12542	NM_001273281	34037	Dm.18244	NM_135286		CG6739	Dmel\CG6739	CG6739	protein-coding
Elba2_ChIPnexus_peak_3112	chrX	8008967	8009148	+	239	NA	intron (NM_001298072, intron 1 of 4)	intron (NM_001298072, intron 1 of 4)	1123	NM_001298072	53581	Dm.1723	NM_080266		Gclc	2259|CG2259|DmGCLC|DmGCS|DmGCSh|Dmel\CG2259|GCL|GCLC|GCLc|GCSh|GclC|Gcs|Gcsh|gclc	Glutamate-cysteine ligase catalytic subunit	protein-coding
Elba2_ChIPnexus_peak_2905	chrU	5295582	5295734	+	239	NA	Intergenic	Intergenic	-118665	NR_026600	7354439		NR_026600		Su(Ste):CR42406	CR42406|Dmel\CR42406|RR42186	ncRNA	ncRNA
Elba2_ChIPnexus_peak_858	chr2R	8077726	8077822	+	239	NA	promoter-TSS (NM_136901)	promoter-TSS (NM_136901)	108	NM_136900	36317	Dm.18513	NM_136900		Cyp6g2	6g2|CG8859|Cyp6G2|Dmel\CG8859	Cyp6g2	protein-coding
Elba2_ChIPnexus_peak_258a	chr2L	9453117	9453303	+	238	NA	intron (NM_001273362, intron 2 of 4)	intron (NM_001273362, intron 2 of 4)	3380	NM_078799	34263	Dm.4492	NM_078799		numb	CG3779|Dmel\CG3779|N7-1|Nb|Numb|d-numb|dNumb|l(2)03235|l(2)3235|l(2)s2201|nb|numbs	numb	protein-coding
Elba2_ChIPnexus_peak_2627	chr3R	19977994	19978086	+	236	NA	promoter-TSS (NM_001170240)	promoter-TSS (NM_001170240)	3	NM_170126	42866	Dm.2996	NM_057815		p38a	CG5475|D-MPK2|D-P38a|D-p38|D-p38 MAPK|D-p38a|DMPK2|DmMPK2|Dmel\CG5475|Dmp38a|Dp38|Dp38a|ERK2|Erk2|MAPK-2|MAPK2|Mpk2|P38|dMPK2|dp38|dp38a|group 2|mpk2|p38|p38 alpha|p38A|p38Ka|p38alpha	p38a MAP kinase	protein-coding
Elba2_ChIPnexus_peak_1142	chr2R	17181242	17181379	+	235	NA	promoter-TSS (NM_057855)	promoter-TSS (NM_057855)	37	NM_166437	37430	Dm.19973	NM_057855		RpL29	BcDNA:RH58777|CG10071|DL43|Dmel\CG10071|L29|RpL43|anon-EST:Posey204|anon-EST:Posey73	Ribosomal protein L29	protein-coding
Elba2_ChIPnexus_peak_978	chr2R	11452804	11452913	+	234	NA	TTS (NM_058010)	TTS (NM_058010)	448	NM_137205	36725	Dm.4193	NM_137205		CG8195	Dmel\CG8195	CG8195	protein-coding
Elba2_ChIPnexus_peak_1068	chr2R	14576610	14576726	+	234	NA	TTS (NM_001202039)	TTS (NM_001202039)	541	NM_137515	37152	Dm.690	NM_137515		Sik3	CG15072|CG18604|CG42856|Dmel\CG42856|Dmel_CG15072|Dmel_CG18604|EMK/KIAA0999|SIK|SIK3	Salt-inducible kinase 3	protein-coding
Elba2_ChIPnexus_peak_2358	chr3R	10920378	10920647	+	234	NA	intron (NM_001300404, intron 1 of 4)	intron (NM_001300404, intron 1 of 4)	841	NM_001300404	41816	Dm.20506	NM_001104326		CG6966	BcDNA:AT05246|Dmel\CG6966	CG6966	protein-coding
Elba2_ChIPnexus_peak_1044	chr2R	13620739	13621017	+	234	NA	TTS (NM_001169712)	TTS (NM_001169712)	135	NM_001103890	37018	Dm.30888	NM_001103890		CG34195	CG4989|Dmel\CG34195	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_1812	chr3L	17661698	17661804	+	231	NA	promoter-TSS (NR_002488)	promoter-TSS (NR_002488)	79	NR_002488	3772709		NR_002488		snmRNA:641	CR33683|Dm-641|Dmel\CR33683	small non-messenger RNA 641	ncRNA
Elba2_ChIPnexus_peak_2302	chr3R	8820859	8820973	+	231	NA	promoter-TSS (NM_141991)	promoter-TSS (NM_141991)	-47	NM_141990	41596	Dm.1175	NM_141990		yellow-f2	CG8063|Dmel\CG8063|yel-f2	yellow-f2	protein-coding
Elba2_ChIPnexus_peak_2980	chrX	1411817	1411895	+	228	NA	TTS (NM_130570)	TTS (NM_130570)	4753	NM_001297858	31110	Dm.15	NM_130570		inc	CG14783|CG14784|CG32810|Dmel\CG32810|EG:196F3.2|ins	insomniac	protein-coding
Elba2_ChIPnexus_peak_3111	chrX	7994809	7994945	+	226	NA	promoter-TSS (NM_206649)	promoter-TSS (NM_206649)	610	NM_001298071	31729	Dm.11529	NM_132211		CG2258	Dmel\CG2258	CG2258	protein-coding
Elba2_ChIPnexus_peak_1331	chr3L	1647647	1647795	+	223	NA	promoter-TSS (NM_139381)	promoter-TSS (NM_139381)	-148	NM_057718	38202	Dm.6279	NM_057718		Bro	CG7960|Dmel\CG7960|bro|rpbeta1	Brother	protein-coding
Elba2_ChIPnexus_peak_2169	chr3R	4552531	4552731	+	223	NA	promoter-TSS (NM_141566)	promoter-TSS (NM_141566)	55	NM_141566	41040	Dm.9938	NM_141566		CG8159	Dmel\CG8159	CG8159	protein-coding
Elba2_ChIPnexus_peak_3354	chrX	17780218	17780360	+	222	NA	intron (NM_167581, intron 1 of 8)	intron (NM_167581, intron 1 of 8)	966	NM_170658	32771	Dm.3606	NM_167581		mnb	CG42273|CG7826|CG7835|DYRK1|Dm1|DmDyrk1A|Dmel\CG42273|Dmel_CG7826|Dmel_CG7835|Dyrk1|Dyrk1A|ME-IV|MNB|Mnb|min	minibrain	protein-coding
Elba2_ChIPnexus_peak_1450	chr3L	6182167	6182331	+	222	NA	promoter-TSS (NM_139779)	promoter-TSS (NM_139779)	-26	NM_057956	38718	Dm.2988	NM_057956		D19A	CG10269|Dmel\CG10269|d19a	D19A	protein-coding
Elba2_ChIPnexus_peak_2081	chr3R	1474979	1475073	+	221	NA	promoter-TSS (NM_141309)	promoter-TSS (NM_141309)	239	NM_001300255	40694	Dm.11502	NM_169088		Sec23	CG1250|COPII|Dmel\CG1250|SEC23|Sec23A|Sec23p|dSec23|dSec23p|dar2|dsec23|dsec23p|hau|sec23	Secretory 23	protein-coding
