PeakID (cmd=annotatePeaks.pl /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Elba1_ChIPnexus/Elba1_ChIPnexus_q5_narrowPeak.bed dm3 -genomeOntology /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Elba1_ChIPnexus/ -annStats /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Elba1_ChIPnexus/Elba1_ChIPnexus_q5_narrowPeak_stat.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Elba1_ChIPnexus_peak_2435	chr2R	8039550	8039891	+	651	NA	promoter-TSS (NM_001169653)	promoter-TSS (NM_001169653)	-856	NM_001169653	36303	Dm.16147	NM_136890		CG8407	Dmel\CG8407	CG8407	protein-coding
Elba1_ChIPnexus_peak_3021	chr2R	14864988	14865281	+	650	NA	TTS (NM_137544)	TTS (NM_137544)	115	NM_001202045	37189	Dm.15890	NM_001202045		CG18605	Dmel\CG18605	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_4222b	chr3L	8991101	8991483	+	641	NA	promoter-TSS (NM_140022)	promoter-TSS (NM_140022)	8	NM_140022	39035	Dm.10867	NM_140022		CG5087	Dmel\CG5087|NM_140022.1	CG5087	protein-coding
Elba1_ChIPnexus_peak_879a	chr2L	11003772	11004192	+	636	NA	promoter-TSS (NM_057940)	promoter-TSS (NM_057940)	171	NM_001298897	34526	Dm.403	NM_057813		RpL9	CG6141|Dmel\CG6141|L9|M(2)32D|Rp L9|Rpl9|anon-EST:fe3A6|anon-WO0153538.25|anon-WO0153538.26|anon-WO0153538.27|rpL9	Ribosomal protein L9	protein-coding
Elba1_ChIPnexus_peak_5152b	chr3L	20342620	20343051	+	631	NA	intron (NM_168845, intron 2 of 7)	intron (NM_168845, intron 2 of 7)	798	NM_176369	40240	Dm.2095	NM_140953		eRF1	CG5605|Dm0184|Dmel\CG5605|Group J|group J|l(3)00103|l(3)05637|l(3)77ABb|l(3)neo28	eukaryotic release factor 1	protein-coding
Elba1_ChIPnexus_peak_7145b	chr3R	19988531	19988990	+	631	NA	promoter-TSS (NM_058082)	promoter-TSS (NM_058082)	507	NM_079752	42870	Dm.13062	NM_079752		mRpS24	CG13608|Dmel\CG13608|MRP-S24|MrpS24	mitochondrial ribosomal protein S24	protein-coding
Elba1_ChIPnexus_peak_8776	chrX	11347251	11347494	+	627	NA	intron (NM_167285, intron 1 of 8)	intron (NM_167285, intron 1 of 8)	999	NM_001169250	32088	Dm.3712	NM_132488		Evi5	BcDNA:GH08923|BcDNA:LD11130|CG11727|Dmel\CG11727|MRE21	Ecotropic viral integration site 5	protein-coding
Elba1_ChIPnexus_peak_5602	chr3R	565013	565450	+	619	NA	promoter-TSS (NM_176404)	promoter-TSS (NM_176404)	38	NM_176404	40589	Dm.1062	NM_058085		tacc	CG9765|D-TACC|D-tacc|DTACC|Dmel\CG9765|TACC|TACCdm|acc|d-tacc|dTACC|dtacc	transforming acidic coiled-coil protein	protein-coding
Elba1_ChIPnexus_peak_2540	chr2R	9114154	9114390	+	611	NA	exon (NM_057691, exon 7 of 9)	exon (NM_057691, exon 7 of 9)	1445	NM_165974	36461	Dm.6412	NM_057691		Dp	49Fk|CG4654|DDP1|DP|DP1|DmDP|Dmel\CG4654|Dp1|TFPD2|dDP|dDP1|dDp|dp|l(2)49Fk|l(2)vr10|vr10	DP transcription factor	protein-coding
Elba1_ChIPnexus_peak_7286	chr3R	21709604	21709941	+	611	NA	intron (NM_170245, intron 1 of 6)	intron (NM_170245, intron 1 of 6)	1476	NM_170245	43128	Dm.12003	NM_143180		SppL	CG17370|CG5901|Dmel\CG17370|SPPL3|Sppl|sppL	Signal peptide peptidase-like	protein-coding
Elba1_ChIPnexus_peak_3493a	chr2RHet	11	190	+	602	NA	Intergenic	(GGAGA)n|Simple_repeat|Simple_repeat	54600	NM_001110873	3354890	Dm.29268	NM_001015119		CG40498	Dmel\CG40498	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_5695	chr3R	1404855	1405100	+	598	NA	TTS (NM_141297)	TTS (NM_141297)	8147	NM_169070	40675	Dm.3083	NM_057959		CRMP	BcDNA:HL02693|CG1411|DHP|Dmel\CG1411|EP(3)3238|EP3238|Pyd2|crmp|l(3)83Ba|pyd2	Collapsin Response Mediator Protein	protein-coding
Elba1_ChIPnexus_peak_9230	chrX	17743794	17744426	+	586	NA	promoter-TSS (NM_133020)	promoter-TSS (NM_133020)	-229	NM_167579	32765	Dm.198	NM_133019		CG15814	Dmel\CG15814	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_3166	chr2R	16839033	16839288	+	584	NA	TTS (NM_001032274)	TTS (NM_001032274)	1553	NM_001032274	3772359	Dm.7445	NM_001032274		CG33704	Dmel\CG33704|NEST:bs05b09|NEST:bs14b07|NEST:bs27f10|NEST:bs29a11|NEST:bs30h04|bs30h04.y1	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_2526b	chr2R	8884466	8884841	+	578	NA	promoter-TSS (NM_079002)	promoter-TSS (NM_079002)	25	NM_079002	36432	Dm.2672	NM_079002		Su(z)2	Arp|CG3905|Dmel\CG3905|SU(Z)2|SUZ2|Su(Z)2|Su(z)2D|Su(z)3|Su(z)[[2]]|Suz2|l(2)k06344|su(z)2|su(z)3	Suppressor of zeste 2	protein-coding
Elba1_ChIPnexus_peak_6287	chr3R	8820846	8820982	+	572	NA	promoter-TSS (NM_141991)	promoter-TSS (NM_141991)	-45	NM_141990	41596	Dm.1175	NM_141990		yellow-f2	CG8063|Dmel\CG8063|yel-f2	yellow-f2	protein-coding
Elba1_ChIPnexus_peak_8903	chrX	13171262	13171485	+	572	NA	intron (NM_001272581, intron 1 of 12)	intron (NM_001272581, intron 1 of 12)	-4596	NM_167356	32278	Dm.6484	NM_132640		HDAC4	CG1770|DHDAC4|Dmel\CG1770|GC1770|HDAC|HDAC4a|dHDAC4|dmHDA405|hdac4	Histone deacetylase 4	protein-coding
Elba1_ChIPnexus_peak_4855	chr3L	16640750	16641154	+	569	NA	promoter-TSS (NM_001104153)	promoter-TSS (NM_001104153)	30	NM_001104153	45821	Dm.5397	NM_080104		Abl	4674|ABL|Abl1|AblK|Ableson|Am ABL|C-abl|CG4032|D-Abl|D-abl|D-ash|DAbl|DROTKABL3|Dabl|Dash|Ddash/abl|Dmel\CG4032|Dsrc7|abl|abl1|c-abl|cAbl|dAbl|l(3)04674|l(3)73Ba|l(3)c-abl	Abl tyrosine kinase	protein-coding
Elba1_ChIPnexus_peak_6778	chr3R	15051966	15052157	+	562	NA	TTS (NM_142535)	TTS (NM_142535)	219	NM_001300473	42306	Dm.1575	NM_079680		vib	0450/02|1104/16|CG5269|Dm-PITPalpha|Dmel\CG5269|PITP|PITP-DM|Vib|anon-WO0142479.3|anon-WO0172774.12|anon-WO0172774.16|anon-WO0172774.28|gio|l(3)S045002|l(3)S045002c|l(3)S110416|l(3)j4A3|l(3)j5A6|l(3)j7A3|l(3)j7C8	vibrator	protein-coding
Elba1_ChIPnexus_peak_4027	chr3L	6182172	6182338	+	561	NA	promoter-TSS (NM_139779)	promoter-TSS (NM_139779)	-32	NM_057956	38718	Dm.2988	NM_057956		D19A	CG10269|Dmel\CG10269|d19a	D19A	protein-coding
Elba1_ChIPnexus_peak_8555a	chrX	7994754	7995052	+	546	NA	promoter-TSS (NM_206649)	promoter-TSS (NM_206649)	584	NM_001298071	31729	Dm.11529	NM_132211		CG2258	Dmel\CG2258	CG2258	protein-coding
Elba1_ChIPnexus_peak_3730	chr3L	1647471	1647812	+	546	NA	promoter-TSS (NM_139381)	promoter-TSS (NM_139381)	-177	NM_139381	38201	Dm.11207	NM_139381		CG17249	Dmel\CG17249	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_9232	chrX	17780160	17780434	+	543	NA	intron (NM_167581, intron 1 of 8)	intron (NM_167581, intron 1 of 8)	958	NM_167581	32771	Dm.3606	NM_167581		mnb	CG42273|CG7826|CG7835|DYRK1|Dm1|DmDyrk1A|Dmel\CG42273|Dmel_CG7826|Dmel_CG7835|Dyrk1|Dyrk1A|ME-IV|MNB|Mnb|min	minibrain	protein-coding
Elba1_ChIPnexus_peak_5092	chr3L	19800084	19800353	+	542	NA	promoter-TSS (NM_079443)	promoter-TSS (NM_079443)	81	NM_144151	50259	Dm.31214	NM_144151		CG14104	Dmel\CG14104	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_5233	chr3L	21028387	21028687	+	540	NA	intron (NM_168881, intron 1 of 5)	intron (NM_168881, intron 1 of 5)	902	NM_168881	40327	Dm.1023	NM_168881		siz	CG10577|CG12980|CG12981|CG32434|Dmel\CG32434|Loner|loner	schizo	protein-coding
Elba1_ChIPnexus_peak_1083	chr2L	13836440	13836708	+	538	NA	intron (NM_165067, intron 1 of 7)	intron (NM_165067, intron 1 of 7)	1010	NM_165067	34803	Dm.1977	NM_078838		CenG1A	AGAP|BG:DS08220.1|CG16866|CG16867|CG31811|CG7982|Dmel\CG31811|cenG|cenG1A|cenG1a|ceng1A	Centaurin gamma 1A	protein-coding
Elba1_ChIPnexus_peak_8445	chrX	6572817	6572998	+	537	NA	promoter-TSS (NM_001031877)	promoter-TSS (NM_001031877)	244	NM_132110	31604	Dm.11606	NM_132110		ND-ASHI	CG3192|Dmel\CG3192|NIAM	NADH dehydrogenase (ubiquinone) ASHI subunit	protein-coding
Elba1_ChIPnexus_peak_7755	chr3RHet	2308238	2308320	+	536	NA	Intergenic	(GAGAA)n|Simple_repeat|Simple_repeat	-66163	NM_001300713	7354470	Dm.37091	NM_001144066		CG42402	CG12453|CG41358|Dmel\CG42402|Dmel_CG12453|Dmel_CG41358	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_3282	chr2R	18290981	18291335	+	533	NA	promoter-TSS (NM_137824)	promoter-TSS (NM_137824)	-458	NR_124696	19835744		NR_124696		CR44760	Dmel\CR44760|lincRNA.375	ncRNA	ncRNA
Elba1_ChIPnexus_peak_8632a	chrX	9059275	9059484	+	533	NA	promoter-TSS (NM_001298110)	promoter-TSS (NM_001298110)	-617	NM_001298110	45775	Dm.3139	NM_143765		mei-P26	AF145661|BcDNA:GH10646|CG12218|Dmel\CG12218|MEI-P26|Mei-P26|mei-p26	meiotic P26	protein-coding
Elba1_ChIPnexus_peak_9229	chrX	17721219	17721587	+	532	NA	TTS (NR_123934)	TTS (NR_123934)	150	NM_078666	32760	Dm.6250	NM_078666		Socs16D	CG8146|Dmel\CG8146|SOCS|SOCS16D|Socs 16D|Socs16E|dmSocs16D|socs16D	Suppressor of Cytokine Signaling at 16D	protein-coding
Elba1_ChIPnexus_peak_8558	chrX	8008954	8009141	+	530	NA	intron (NM_001298072, intron 1 of 4)	intron (NM_001298072, intron 1 of 4)	1133	NM_080266	53581	Dm.1723	NM_080266		Gclc	2259|CG2259|DmGCLC|DmGCS|DmGCSh|Dmel\CG2259|GCL|GCLC|GCLc|GCSh|GclC|Gcs|Gcsh|gclc	Glutamate-cysteine ligase catalytic subunit	protein-coding
Elba1_ChIPnexus_peak_1536	chr2L	19774275	19774690	+	522	NA	TTS (NM_136158)	TTS (NM_136158)	-5415	NM_058002	35266	Dm.25407	NM_058002		bsh	BSH|Bsh|CG10604|Dmel\CG10604|E86|Hox11-310|lambdaE86	brain-specific homeobox	protein-coding
Elba1_ChIPnexus_peak_3413	chr2R	19949006	19949302	+	522	NA	TTS (NM_080080)	TTS (NM_080080)	800	NM_057966	37849	Dm.14062	NM_057966		RpL39	BcDNA:RH27094|CG3997|Dmel\CG3997|L39|RPl46|Rp46|RpL46|anon-EST:Posey16|rp46	Ribosomal protein L39	protein-coding
Elba1_ChIPnexus_peak_2065b	chr2R	3876492	3876866	+	519	NA	promoter-TSS (NM_136499)	promoter-TSS (NM_136499)	540	NM_001299248	35761	Dm.11366	NM_136498		ACC	A1Z784_DROME|ACoT|CG11198|CG8723|DmACC|Dmel\CG11198|FBgn0043811|dACC	Acetyl-CoA carboxylase	protein-coding
Elba1_ChIPnexus_peak_4114	chr3L	7636795	7636983	+	519	NA	Intergenic	Intergenic	-2141	NM_139887	38857	Dm.3946	NM_139887		CG7506	Dmel\CG7506	CG7506	protein-coding
Elba1_ChIPnexus_peak_808a	chr2L	10291355	10291784	+	517	NA	intron (NM_135525, intron 1 of 7)	intron (NM_135525, intron 1 of 7)	796	NM_135525	34378		NM_135525		CG5604	Dmel\CG5604	CG5604	protein-coding
Elba1_ChIPnexus_peak_521b	chr2L	7208637	7208919	+	514	NA	intron (NM_001273245, intron 3 of 5)	intron (NM_001273245, intron 3 of 5)	-4514	NM_164741	34002	Dm.340	NM_135259		CG4502	Dmel\CG4502|anon-WO0118547.403	CG4502	protein-coding
Elba1_ChIPnexus_peak_6446b	chr3R	10920329	10920741	+	513	NA	intron (NM_001300404, intron 1 of 4)	intron (NM_001300404, intron 1 of 4)	818	NM_001104326	41816	Dm.20506	NM_001104326		CG6966	BcDNA:AT05246|Dmel\CG6966	CG6966	protein-coding
Elba1_ChIPnexus_peak_3646	chr3L	709888	710090	+	512	NA	TTS (NM_001144395)	TTS (NM_001144395)	353	NM_079151	38088	Dm.2861	NM_079151		CkIIalpha-i3	CG3217|CKIIalpha-i3|Dmel\CG3217	CKII-alpha subunit interactor-3	protein-coding
Elba1_ChIPnexus_peak_8232b	chrX	2608082	2608467	+	503	NA	promoter-TSS (NM_130667)	promoter-TSS (NM_130667)	162	NM_130668	31260	Dm.6930	NM_130668		CG2694	Dmel\CG2694|EG:100G10.8|EG:95B7.10	CG2694	protein-coding
Elba1_ChIPnexus_peak_4650	chr3L	14441502	14441703	+	501	NA	promoter-TSS (NM_140447)	promoter-TSS (NM_140447)	71	NM_140447	39583	Dm.13627	NM_140447		bbg	BBG|C96|CG42230|CG9587|CG9598|Dmel\CG42230|Dmel_CG9587|Dmel_CG9598	big bang	protein-coding
Elba1_ChIPnexus_peak_3192	chr2R	17046325	17046509	+	499	NA	promoter-TSS (NM_137712)	promoter-TSS (NM_137712)	-895	NM_137712	37410	Dm.21382	NM_137711		CG30389	BcDNA:AT02070|CG10518|CG4126|Dmel\CG30389	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_8042a	chrU	9151227	9151375	+	498	NA	intron (NR_004007, intron 2 of 4)	(AATAG)n|Simple_repeat|Simple_repeat	-34523	NR_004020	5740646		NR_004020		CR41550	Dmel\CR41550	ribosomal RNA	rRNA
Elba1_ChIPnexus_peak_2209	chr2R	5729237	5729426	+	497	NA	promoter-TSS (NM_136681)	promoter-TSS (NM_136681)	676	NM_136680	36015	Dm.4879	NM_136680		Vamp7	CG1599|Dmel\CG1599|TI-VAMP|VAMP7|dVamp7	Vesicle-associated membrane protein 7	protein-coding
Elba1_ChIPnexus_peak_8551b	chrX	7955585	7955945	+	495	NA	promoter-TSS (NM_001169228)	promoter-TSS (NM_001169228)	87	NM_001298069	44885	Dm.1814	NM_080054		mys	BetaPS|BetaPS-Int|CG1560|CT40473|Dmel\CG1560|EM28|ItgbPS|MAb6G11|Mys|PS|PS[[beta]]|PSbeta|bPS|b[[PS]]|beta integrin|beta-Int|beta-PS|beta-int|beta-integrin|beta1|betaInt|betaPS|betaPS Int|betaPS integrin|betaPS-integrin|betaPS1|beta[[PS]]|beta[[PS]]-integrin|beta[[P]]S|beta[[mys]]|betamys|integrin beta[[PS]]|l(1)7Db|l(1)7Dn|l(1)93p|l(1)968|l(1)DA551|l(1)EM28|l(1)G0233|l(1)G0281|l(1)mys|nj42|olfC	myospheroid	protein-coding
Elba1_ChIPnexus_peak_49	chr2L	581304	581652	+	494	NA	Intergenic	Intergenic	3992	NM_057982	33239	Dm.3056	NM_057982		Pph13	60Mun1|CG2819|Dmel\CG2819|Mu|PPH13|pph13	PvuII-PstI homology 13	protein-coding
Elba1_ChIPnexus_peak_6256a	chr3R	8251921	8252271	+	493	NA	promoter-TSS (NM_141938)	promoter-TSS (NM_141938)	-204	NM_141938	41528	Dm.12646	NM_141938		NANS	CG5232|DmSAS|Dmel\CG5232|Neu5Ac|SAS|Sas|sas	N-acetylneuraminic acid synthase	protein-coding
Elba1_ChIPnexus_peak_2907	chr2R	13356641	13356848	+	492	NA	promoter-TSS (NM_137371)	promoter-TSS (NM_137371)	-62	NM_137371	36965		NM_137371		Tes	CG6522|Dmel\CG6522|dTES	Testin	protein-coding
Elba1_ChIPnexus_peak_3202	chr2R	17190481	17190701	+	489	NA	intron (NM_001144250, intron 1 of 10)	intron (NM_001144250, intron 1 of 10)	1144	NM_001144250	37433	Dm.30882	NM_137730		CG42672	CG10074|CG15665|CG30386|CG30387|Dmel\CG42672|Dmel_CG30386|Dmel_CG30387	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_6212	chr3R	7519921	7520165	+	489	NA	promoter-TSS (NM_079598)	promoter-TSS (NM_079598)	-10	NM_079598	41411	Dm.14136	NM_079598		Fer3	BcDNA:LD04689|CG6913|Dmel\CG6913|Dnato3|bHLHa32|nato3	48 related 3	protein-coding
Elba1_ChIPnexus_peak_7443	chr3R	24373152	24373387	+	484	NA	Intergenic	Intergenic	-2730	NM_143364	43382	Dm.13755	NM_143364		CG12413	Dmel\CG12413	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_2671	chr2R	10684232	10684409	+	482	NA	exon (NM_001274051, exon 1 of 11)	exon (NM_001274051, exon 1 of 11)	212	NM_001274051	45318	Dm.1803	NM_080074		kn	CG10197|Col|Col/Kn|DmCOE|Dmel\CG10197|Kn|Knot|coe|col|collier	knot	protein-coding
Elba1_ChIPnexus_peak_8062	chrU	10021938	10022113	+	481	NA	Intergenic	(CAATA)n|Simple_repeat|Simple_repeat	-7449	NR_133551	26067180		NR_133551		5.8SrRNA:CR45852	CR45852|Dmel\CR45852	5.8S ribosomal RNA:CR45852	rRNA
Elba1_ChIPnexus_peak_8027	chrU	8609581	8609685	+	480	NA	intron (NR_004008, intron 1 of 2)	(TTCTC)n|Simple_repeat|Simple_repeat	13729	NR_004010	5740764		NR_004010		CR40766	Dmel\CR40766	ribosomal RNA	rRNA
Elba1_ChIPnexus_peak_841	chr2L	10440082	10440345	+	475	NA	TTS (NM_058093)	TTS (NM_058093)	773	NM_135561	34434	Dm.23865	NM_135561		Nse4	CG13142|Dmel\CG13142	Non-SMC element 4	protein-coding
Elba1_ChIPnexus_peak_8487	chrX	7056696	7056893	+	472	NA	intron (NM_132157, intron 1 of 4)	intron (NM_132157, intron 1 of 4)	-12911	NR_002102	3772297		NR_002102		CR32730	BcDNA:RE54930|Dmel\CR32730|MRE32	ncRNA	ncRNA
Elba1_ChIPnexus_peak_9302	chrX	19180859	19181222	+	471	NA	intron (NM_133148, intron 1 of 3)	intron (NM_133148, intron 1 of 3)	-2206	NM_001169323	32924	Dm.219	NM_133148		CG8034	Dmel\CG8034	CG8034	protein-coding
Elba1_ChIPnexus_peak_2148	chr2R	5025283	5025525	+	467	NA	promoter-TSS (NM_136617)	promoter-TSS (NM_136617)	34	NM_136616	35931	Dm.7268	NM_136616		alc	8057|AMPKbeta|CG8057|Dmel\CG8057|FBgn0033383|betaAMPK|l(2)45Ad	alicorn	protein-coding
Elba1_ChIPnexus_peak_9033b	chrX	15656718	15656963	+	467	NA	promoter-TSS (NM_001103517)	promoter-TSS (NM_001103517)	-149	NM_001103517	32524		NM_001103517		CG17209	Dmel\CG17209	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_7228	chr3R	20863718	20863900	+	465	NA	TTS (NM_170189)	TTS (NM_170189)	681	NM_001104435	42995	Dm.2011	NM_143065		CG6422	Dmel\CG6422	CG6422	protein-coding
Elba1_ChIPnexus_peak_6169a	chr3R	7040551	7040830	+	464	NA	promoter-TSS (NM_141792)	promoter-TSS (NM_141792)	-429	NM_141792	41342	Dm.7217	NM_141792		ZnT86D	CG6672|Dmel\CG6672|cg6672|dZNT86D|dZnT7|dZnT86D	Zinc transporter 86D	protein-coding
Elba1_ChIPnexus_peak_939b	chr2L	11955898	11956216	+	462	NA	TTS (NR_047941)	TTS (NR_047941)	-2554	NR_047938	12798161		NR_047938		bft	263a|CR31863|CR33580|CR42938|Dmel\CR42938|Dmel_CR31863|Dmel_CR33580|dme-miR-263a|dme-mir-263a|miR-263|miR-263a|mir-263a	bereft	ncRNA
Elba1_ChIPnexus_peak_2766	chr2R	11735569	11735763	+	460	NA	promoter-TSS (NM_137217)	promoter-TSS (NM_137217)	-418	NM_137217	36743	Dm.3987	NM_137217		tun	BcDNA:LD38553|CG8253|Dmel\CG8253|Ntaq1	tungus	protein-coding
Elba1_ChIPnexus_peak_7342	chr3R	22693520	22693825	+	460	NA	intron (NM_001276068, intron 3 of 4)	intron (NM_001276068, intron 3 of 4)	1021	NM_001276068	43229	Dm.2346	NM_079795		His2Av	5499|CG5499|Dmel\CG5499|H2A|H2A.F/Z|H2A.V|H2A.X|H2A.Z|H2AV|H2AV_DROM|H2AX|H2AZ|H2Av|H2AvD|H2a.V|H2av|H2avD|HIS|HIS2AV|HIS2AVD|His|His2|His2A|His2AV|His2AvD|HisH2Av|Hist|Hist2av|gamma-H2AV|gamma-H2Av|gamma-HIS2AV|gamma-His2Av|gammaH2AV|gammaH2Av|h2AvD|his|his2Av|l(3)05146|l(3)810|l(3)97Dd|l(3)L1602	Histone H2A variant	protein-coding
Elba1_ChIPnexus_peak_3837	chr3L	3159894	3160142	+	456	NA	promoter-TSS (NM_139518)	promoter-TSS (NM_139518)	27	NM_079173	38379	Dm.833	NM_079173		CG15812	Dmel\CG15812|Pfk|pfk	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_3384	chr2R	19777992	19778166	+	454	NA	promoter-TSS (NM_001169811)	promoter-TSS (NM_001169811)	44	NM_137999	37791	Dm.19278	NM_137999		DNA-ligI	CG5602|DmDNA Lig I|Dmel\CG5602|LIG1	DNA ligase I	protein-coding
Elba1_ChIPnexus_peak_2781a	chr2R	11904424	11904760	+	452	NA	promoter-TSS (NM_137235)	promoter-TSS (NM_137235)	67	NM_137234	36767	Dm.9139	NM_137234		CG8397	Dmel\CG8397	CG8397	protein-coding
Elba1_ChIPnexus_peak_6910b	chr3R	16966620	16966949	+	452	NA	TTS (NM_001104383)	TTS (NM_001104383)	323	NM_169946	42515	Dm.16656	NM_080509		SNF4Agamma	0050/42|0127/19|AMPK&ggr|AMPK-&ggr|AMPKgamma|AMPgamma|CG17299|CG5806|Dmel\CG17299|EP3015b|FBgn0025803|SNF4|SNF4A|SNF4A-gamma|SNF4Ag|SNF4a|SNF4gamma|Snfg|Snfgamma|anon-WO0118547.338|anon-WO0118547.575|anon-WO0257455.21|l(3)S005042|l(3)S012719|loe|loeI|snf4	SNF4/AMP-activated protein kinase gamma subunit	protein-coding
Elba1_ChIPnexus_peak_8081	chrX	293952	294258	+	452	NA	intron (NM_001144667, intron 2 of 2)	intron (NM_001144667, intron 2 of 2)	4012	NM_057455	30982	Dm.26417	NM_057455		sc	AS-C T4|AS-C T4sc|CG3827|DROACS2|Dmel\CG3827|EG:198A6.1|Hw|SC_DA|Sc|T4|T4 AS-C|ascT4|bHLHc28|l(1)1Ba|sc/T4|scalpha|scute/sisterlessB|sis b|sis-b|sisB|sisb	scute	protein-coding
Elba1_ChIPnexus_peak_4507a	chr3L	12727129	12727480	+	451	NA	promoter-TSS (NM_079324)	promoter-TSS (NM_079324)	407	NM_080035	44668	Dm.1823	NM_080035		SmD1	BcDNA:RE39488|CG10753|D1-Sm|Dmel\CG10753|dD1|l(2)SH3 003|l(3)SH003|smd1|snRNP|snRNP-69D|snRNP69D	Small ribonucleoprotein particle protein SmD1	protein-coding
